flood_hazard_zone_tier,zone_cluster_id,platform,delivery_baseline_30d,income_baseline_weekly,enrollment_week,season_flag,open_meteo_7d_precip_probability,activity_consistency_score,tenure_discount_factor,historical_claim_rate_zone,weekly_premium
medium,10,zomato,302.93,1967.51,2,dry_season,0.3643,0.9628,0.9747,0.0872,49.24
high,11,swiggy,170.42,1208.2,2,SW_monsoon,0.1269,0.8679,0.9661,0.207,49.0
low,7,swiggy,232.65,1255.91,11,NE_monsoon,0.7369,0.647,0.8799,0.0978,52.68
low,12,swiggy,239.38,1361.69,9,NE_monsoon,0.6388,0.4655,0.911,0.0908,49.0
medium,2,zomato,202.12,1326.91,40,NE_monsoon,0.6126,0.8432,0.85,0.0991,49.0
high,11,swiggy,236.06,1539.43,1,NE_monsoon,0.7136,0.8056,0.9761,0.194,49.0
high,10,swiggy,253.69,1897.17,13,SW_monsoon,0.5491,0.7584,0.8915,0.1706,49.0
medium,11,zomato,355.91,2201.2,41,heat,0.1893,0.4731,0.85,0.1128,49.97
medium,4,zomato,245.73,1581.73,44,NE_monsoon,0.4732,0.6251,0.85,0.092,49.0
medium,13,zomato,214.23,1352.7,49,NE_monsoon,0.3069,0.7325,0.85,0.1022,54.39
high,8,zomato,277.34,1950.36,25,NE_monsoon,0.5186,0.5773,0.85,0.1625,49.0
medium,6,zomato,307.52,1979.47,27,heat,0.3695,0.7844,0.85,0.1244,49.0
medium,6,swiggy,338.62,2171.84,18,NE_monsoon,0.3388,0.6597,0.85,0.1243,49.0
medium,1,swiggy,271.3,1785.87,50,NE_monsoon,0.168,0.788,0.85,0.1121,51.42
high,9,swiggy,312.47,2113.27,26,SW_monsoon,0.5639,0.5387,0.85,0.1631,50.61
high,6,zomato,312.6,2040.32,24,SW_monsoon,0.2758,0.8859,0.85,0.1754,49.73
low,2,swiggy,353.89,1946.0,52,heat,0.4434,0.6295,0.85,0.0888,49.0
medium,5,swiggy,305.06,1980.54,28,heat,0.6549,0.9622,0.85,0.1099,49.0
low,16,zomato,327.62,2087.47,19,SW_monsoon,0.3427,0.4765,0.85,0.032,49.0
low,15,swiggy,328.27,1784.22,34,NE_monsoon,0.4405,0.895,0.85,0.0768,50.0
medium,15,zomato,261.98,1677.68,26,SW_monsoon,0.0674,0.624,0.85,0.1039,49.0
high,3,zomato,287.35,1879.67,29,NE_monsoon,0.2253,0.6209,0.85,0.1774,49.0
high,12,zomato,388.86,2628.36,7,NE_monsoon,0.3726,0.6555,0.9302,0.1672,50.85
high,12,swiggy,304.83,2144.58,34,NE_monsoon,0.548,0.7576,0.85,0.1404,49.0
medium,9,swiggy,267.88,1728.76,28,SW_monsoon,0.2666,0.6556,0.85,0.0989,52.97
medium,20,zomato,308.2,2020.0,33,NE_monsoon,0.4831,0.6952,0.85,0.1138,52.56
medium,18,swiggy,258.24,1662.12,3,SW_monsoon,0.3494,0.5636,0.9721,0.1034,49.0
low,2,swiggy,159.15,1013.34,27,SW_monsoon,0.1547,0.8335,0.85,0.0483,49.0
medium,14,swiggy,180.94,1190.39,33,heat,0.2369,0.6496,0.85,0.0496,49.0
low,12,zomato,291.16,1539.92,52,dry_season,0.1411,0.7536,0.85,0.0819,50.21
low,4,swiggy,292.97,1596.31,1,heat,0.2683,0.6908,0.9738,0.0765,49.0
medium,10,swiggy,327.24,1993.02,24,dry_season,0.4468,0.559,0.85,0.168,49.0
medium,9,swiggy,295.8,1938.29,1,NE_monsoon,0.3181,0.9522,0.9693,0.1067,49.0
medium,9,zomato,369.57,2148.07,32,SW_monsoon,0.2307,0.5647,0.85,0.1215,49.0
medium,8,zomato,266.86,1841.7,39,heat,0.1609,0.7381,0.85,0.0732,49.0
low,18,swiggy,360.65,2158.37,18,NE_monsoon,0.2245,0.8184,0.85,0.1432,49.0
medium,13,zomato,327.73,2105.13,30,NE_monsoon,0.4153,0.5869,0.85,0.1424,49.66
medium,7,swiggy,194.12,1309.2,11,NE_monsoon,0.7888,0.7745,0.9008,0.1033,51.38
low,1,swiggy,211.16,1288.12,20,heat,0.3186,0.9734,0.85,0.0794,49.0
high,11,zomato,309.69,1954.4,52,dry_season,0.6343,0.8056,0.85,0.1473,49.68
medium,7,swiggy,340.94,1967.49,42,SW_monsoon,0.1672,0.69,0.85,0.155,50.3
high,5,zomato,306.56,2197.74,50,SW_monsoon,0.5257,0.7767,0.85,0.155,49.6
high,10,swiggy,336.24,2356.97,42,NE_monsoon,0.823,0.792,0.85,0.1673,49.0
high,5,zomato,402.21,2984.77,3,NE_monsoon,0.5261,0.5482,0.9688,0.1667,49.34
low,11,zomato,192.59,1117.3,20,heat,0.5031,0.8554,0.85,0.0923,49.4
high,9,swiggy,305.44,2060.02,11,SW_monsoon,0.6869,0.7001,0.9002,0.1935,53.18
high,11,zomato,250.21,1971.51,27,NE_monsoon,0.6345,0.8315,0.85,0.2072,51.2
high,18,swiggy,337.16,2501.68,5,SW_monsoon,0.4571,0.562,0.9542,0.1372,55.83
high,1,zomato,278.23,1745.22,50,heat,0.2389,0.8705,0.85,0.1961,49.0
low,13,zomato,216.47,1415.2,18,SW_monsoon,0.2378,0.6968,0.85,0.0675,53.89
high,4,swiggy,349.12,2581.98,21,SW_monsoon,0.6127,0.6049,0.85,0.1633,50.9
low,12,swiggy,265.46,1773.57,32,NE_monsoon,0.5221,0.4601,0.85,0.0719,49.0
medium,4,zomato,329.28,2067.13,41,NE_monsoon,0.7443,0.8637,0.85,0.0878,49.0
medium,9,zomato,322.76,2062.18,14,heat,0.5786,0.503,0.8624,0.1128,49.0
high,13,swiggy,310.0,1906.82,16,SW_monsoon,0.4076,0.5583,0.8626,0.2337,49.0
high,19,zomato,319.92,2212.16,44,NE_monsoon,0.3141,0.4044,0.85,0.1687,54.81
low,19,swiggy,242.77,1260.41,33,NE_monsoon,0.4186,0.7964,0.85,0.1187,49.0
high,13,zomato,383.89,2924.92,1,SW_monsoon,0.5955,0.7141,0.9788,0.2148,49.0
medium,1,swiggy,290.35,1797.83,12,SW_monsoon,0.517,0.5846,0.8782,0.1417,49.0
medium,12,swiggy,341.58,2090.26,50,NE_monsoon,0.1267,0.7685,0.85,0.1498,49.0
low,13,zomato,219.97,1187.48,20,heat,0.6189,0.5465,0.85,0.0637,51.41
high,3,zomato,277.05,2075.81,10,NE_monsoon,0.732,0.8347,0.9099,0.1511,50.74
medium,19,zomato,278.93,1774.46,38,NE_monsoon,0.3866,0.5386,0.85,0.112,49.0
low,17,zomato,276.77,1714.36,8,NE_monsoon,0.1759,0.8085,0.9223,0.053,49.0
low,13,zomato,225.85,1293.67,47,SW_monsoon,0.5941,0.7909,0.85,0.0914,49.0
high,1,zomato,239.32,1531.59,19,SW_monsoon,0.4964,0.6311,0.85,0.1724,49.99
medium,2,zomato,300.62,2142.6,2,NE_monsoon,0.7559,0.8013,0.9542,0.1447,49.73
low,17,swiggy,303.48,1691.3,5,SW_monsoon,0.6049,0.6031,0.9444,0.1103,49.0
low,19,zomato,326.9,2034.99,7,SW_monsoon,0.4277,0.8573,0.9274,0.0534,51.57
medium,6,zomato,235.53,1511.27,24,dry_season,0.6868,0.8491,0.85,0.1459,49.0
medium,20,zomato,282.99,1574.31,14,SW_monsoon,0.4966,0.6032,0.8631,0.1307,51.07
low,6,zomato,248.87,1488.71,18,NE_monsoon,0.3159,0.8426,0.85,0.0865,49.0
medium,1,zomato,335.27,1978.37,34,dry_season,0.4528,0.727,0.85,0.1271,49.0
medium,11,zomato,259.15,1737.83,6,heat,0.4986,0.7992,0.9333,0.1512,49.0
high,19,zomato,295.23,1984.51,36,heat,0.4055,0.9025,0.85,0.1694,49.0
low,8,swiggy,212.1,1246.76,24,SW_monsoon,0.3998,0.7804,0.85,0.0813,52.43
medium,16,zomato,245.39,1401.06,19,dry_season,0.6364,0.44,0.85,0.1497,49.22
medium,5,zomato,297.99,1989.86,18,dry_season,0.6557,0.7147,0.85,0.1162,53.03
low,1,swiggy,282.73,1705.42,40,dry_season,0.6477,0.7436,0.85,0.0918,49.38
low,2,zomato,356.36,2236.6,22,SW_monsoon,0.2996,0.5181,0.85,0.0635,49.0
low,10,zomato,253.98,1467.19,36,NE_monsoon,0.4417,0.6381,0.85,0.0332,50.38
high,6,zomato,295.75,2016.7,22,SW_monsoon,0.6335,0.7113,0.85,0.201,50.3
medium,16,swiggy,255.35,1569.99,17,heat,0.3053,0.5595,0.8559,0.1668,49.0
low,2,zomato,259.21,1610.17,32,NE_monsoon,0.4707,0.536,0.85,0.1198,50.86
medium,18,zomato,302.23,1749.76,18,SW_monsoon,0.6304,0.8564,0.85,0.1084,50.57
low,10,zomato,355.28,2411.64,20,NE_monsoon,0.3882,0.9866,0.85,0.0851,51.26
high,4,zomato,294.44,1891.77,52,SW_monsoon,0.3448,0.931,0.85,0.1719,49.35
medium,9,swiggy,347.0,2178.95,19,heat,0.7187,0.7036,0.85,0.1462,49.0
low,8,zomato,338.42,1934.29,39,SW_monsoon,0.4351,0.9217,0.85,0.0832,49.0
medium,2,swiggy,297.33,2134.24,27,NE_monsoon,0.3178,1.0,0.85,0.1312,49.0
medium,3,zomato,398.83,2659.52,30,NE_monsoon,0.643,0.6368,0.85,0.1229,53.65
low,6,zomato,320.58,2089.82,10,SW_monsoon,0.5266,0.8284,0.9086,0.1032,51.79
medium,1,zomato,289.64,1654.31,48,SW_monsoon,0.5545,0.5688,0.85,0.1011,49.0
medium,2,zomato,238.04,1528.09,46,dry_season,0.8705,0.7604,0.85,0.0889,49.0
low,16,zomato,256.56,1507.57,42,heat,0.5304,0.8273,0.85,0.0509,49.0
high,7,swiggy,396.95,2911.76,32,NE_monsoon,0.3281,0.8019,0.85,0.1871,50.26
high,4,zomato,259.05,1825.29,47,SW_monsoon,0.6526,0.49,0.85,0.1837,49.15
high,2,zomato,281.87,1916.37,9,SW_monsoon,0.7878,0.736,0.9225,0.1419,49.0
low,19,swiggy,291.83,1813.72,9,SW_monsoon,0.3213,0.7664,0.9026,0.0787,50.98
high,4,zomato,408.76,3013.53,20,dry_season,0.5043,0.7414,0.85,0.1334,51.5
high,5,zomato,198.79,1254.63,49,NE_monsoon,0.5565,0.6722,0.85,0.224,49.0
high,15,swiggy,255.12,1950.38,10,NE_monsoon,0.5851,0.7455,0.909,0.1732,54.04
low,7,zomato,267.09,1418.37,36,heat,0.4927,0.6347,0.85,0.1498,49.0
high,3,zomato,283.63,2030.72,39,SW_monsoon,0.2922,0.5541,0.85,0.1853,52.46
low,4,zomato,246.02,1236.84,7,SW_monsoon,0.5859,0.4859,0.9363,0.0761,49.0
low,16,zomato,325.2,2131.27,26,dry_season,0.7457,0.6779,0.85,0.0723,49.0
medium,5,swiggy,336.19,2132.72,52,dry_season,0.6454,0.5031,0.85,0.1725,49.59
medium,11,zomato,175.37,1216.32,33,NE_monsoon,0.4653,0.667,0.85,0.1465,49.0
low,3,zomato,257.99,1520.77,11,NE_monsoon,0.4504,0.9393,0.8908,0.0531,50.32
high,17,swiggy,310.02,2156.66,32,dry_season,0.5357,0.6787,0.85,0.1879,49.0
low,4,zomato,339.71,1965.58,45,NE_monsoon,0.4857,0.8115,0.85,0.106,49.0
high,5,swiggy,292.74,2182.33,46,heat,0.3404,0.7122,0.85,0.1865,50.61
low,5,zomato,371.01,2174.67,4,dry_season,0.5258,0.7792,0.9439,0.1131,49.96
medium,20,zomato,324.52,1988.72,28,heat,0.3695,0.7728,0.85,0.1397,51.17
low,4,zomato,147.73,942.16,22,dry_season,0.3965,0.64,0.85,0.1056,51.16
medium,12,swiggy,248.46,1647.9,23,NE_monsoon,0.3512,0.7364,0.85,0.1345,49.52
low,9,swiggy,316.59,1929.88,35,heat,0.34,0.4494,0.85,0.1253,54.82
medium,3,zomato,319.59,2016.72,25,SW_monsoon,0.7194,0.7511,0.85,0.1335,49.0
low,17,zomato,346.9,2083.47,19,dry_season,0.5734,0.6785,0.85,0.0915,49.38
high,17,zomato,298.32,2283.66,20,SW_monsoon,0.863,0.9147,0.85,0.1954,50.3
medium,6,zomato,225.68,1379.16,40,NE_monsoon,0.4157,0.6843,0.85,0.0662,49.0
low,20,zomato,247.94,1409.31,26,SW_monsoon,0.2078,0.806,0.85,0.1155,51.87
high,7,swiggy,248.28,1880.28,35,NE_monsoon,0.2657,0.4874,0.85,0.1728,51.9
low,6,swiggy,284.65,1739.4,35,dry_season,0.2792,0.5648,0.85,0.1058,49.0
medium,4,zomato,288.55,1655.02,2,NE_monsoon,0.3985,0.4118,0.9765,0.0972,49.0
low,2,zomato,321.55,2048.82,50,NE_monsoon,0.3658,0.634,0.85,0.1071,51.42
medium,7,zomato,336.07,1988.15,33,NE_monsoon,0.5378,0.7514,0.85,0.1006,49.91
low,10,zomato,236.77,1375.73,40,SW_monsoon,0.4699,0.6742,0.85,0.0143,49.44
medium,16,zomato,216.11,1405.61,34,dry_season,0.7207,0.8001,0.85,0.1289,49.02
low,20,zomato,302.75,1640.3,24,heat,0.4001,0.6265,0.85,0.0398,49.94
high,17,zomato,334.06,2149.29,32,dry_season,0.3271,0.9201,0.85,0.1547,49.0
high,2,swiggy,107.68,840.85,41,dry_season,0.4182,0.6085,0.85,0.1197,53.69
high,20,zomato,239.45,1811.04,41,NE_monsoon,0.5226,0.5938,0.85,0.1481,49.0
medium,5,zomato,254.17,1782.68,19,NE_monsoon,0.057,0.8468,0.85,0.0727,49.64
high,14,swiggy,215.42,1609.8,12,NE_monsoon,0.2551,0.9179,0.8971,0.1329,49.0
low,16,swiggy,353.84,1851.44,21,NE_monsoon,0.3907,0.9045,0.85,0.0728,50.97
medium,3,zomato,250.72,1643.56,48,SW_monsoon,0.3622,0.8179,0.85,0.1118,55.21
medium,3,zomato,301.55,1963.55,26,dry_season,0.6381,0.6544,0.85,0.1351,49.79
high,12,zomato,333.55,2460.83,23,dry_season,0.3268,0.689,0.85,0.2053,49.0
high,18,zomato,196.76,1267.64,10,NE_monsoon,0.468,0.5902,0.8936,0.1865,49.0
medium,4,swiggy,211.16,1232.09,13,heat,0.7043,0.6513,0.8883,0.1491,54.39
low,7,zomato,302.56,1576.9,25,SW_monsoon,0.8948,0.6737,0.85,0.1208,51.02
low,11,swiggy,348.58,1896.7,24,NE_monsoon,0.5751,0.6476,0.85,0.0096,52.94
medium,8,zomato,234.72,1378.85,41,SW_monsoon,0.6388,0.7386,0.85,0.0916,51.02
high,3,zomato,322.84,2250.46,46,SW_monsoon,0.677,0.4798,0.85,0.1766,49.0
high,2,zomato,417.96,3152.34,43,SW_monsoon,0.5948,0.8045,0.85,0.2047,53.47
medium,13,zomato,216.23,1383.59,23,SW_monsoon,0.6441,0.7426,0.85,0.1349,50.96
medium,15,swiggy,220.13,1219.56,7,heat,0.7178,0.6036,0.914,0.1187,49.0
low,19,swiggy,264.13,1416.23,50,NE_monsoon,0.5939,0.7625,0.85,0.0754,51.95
high,16,zomato,294.92,2014.56,29,SW_monsoon,0.4558,0.4226,0.85,0.1923,49.0
high,18,swiggy,263.35,1920.09,52,NE_monsoon,0.2692,0.7347,0.85,0.2079,49.74
low,18,zomato,245.81,1659.04,6,NE_monsoon,0.3178,0.7652,0.9287,0.0238,49.0
high,8,zomato,171.91,1299.45,29,SW_monsoon,0.9027,0.8581,0.85,0.1648,50.3
medium,15,zomato,262.31,1934.11,20,SW_monsoon,0.3204,0.5428,0.85,0.1255,49.0
low,15,zomato,189.22,1169.05,30,dry_season,0.2288,0.6769,0.85,0.0917,49.0
medium,1,zomato,279.35,1636.88,43,SW_monsoon,0.3633,0.6317,0.85,0.1453,49.0
low,16,swiggy,257.87,1558.39,31,dry_season,0.317,0.7559,0.85,0.0789,49.0
high,1,swiggy,271.71,1905.5,1,SW_monsoon,0.6134,0.877,0.9714,0.2039,53.45
low,10,zomato,318.0,1844.05,44,heat,0.6824,0.6727,0.85,0.0825,49.0
medium,16,zomato,360.7,2430.79,52,SW_monsoon,0.5752,0.5944,0.85,0.1389,49.0
low,16,swiggy,244.45,1454.04,16,NE_monsoon,0.21,0.5793,0.85,0.0732,50.88
high,13,swiggy,149.24,1088.54,38,heat,0.6854,0.8419,0.85,0.1514,49.0
medium,18,zomato,222.17,1525.27,45,dry_season,0.4133,0.7922,0.85,0.1155,49.0
low,4,swiggy,234.03,1291.66,7,NE_monsoon,0.2421,0.6278,0.9363,0.0741,50.87
low,18,swiggy,288.68,1509.52,48,SW_monsoon,0.4379,0.6073,0.85,0.1045,52.71
high,5,zomato,274.06,1989.07,39,dry_season,0.6553,0.7661,0.85,0.1562,49.0
low,20,zomato,282.49,1816.39,25,SW_monsoon,0.4305,0.7664,0.85,0.1027,49.0
high,12,zomato,224.44,1596.51,30,SW_monsoon,0.2947,0.5389,0.85,0.1462,49.0
low,8,zomato,282.83,1853.34,38,heat,0.3437,0.7574,0.85,0.0189,49.0
medium,6,swiggy,278.61,1947.57,17,dry_season,0.4742,0.7593,0.85,0.0912,51.76
low,12,zomato,253.35,1531.61,19,NE_monsoon,0.6231,0.9601,0.85,0.0771,49.0
high,2,swiggy,313.13,2059.68,36,NE_monsoon,0.6566,0.5573,0.85,0.188,49.0
medium,6,zomato,340.39,2419.69,24,SW_monsoon,0.2731,0.5459,0.85,0.0634,49.42
low,12,zomato,217.32,1378.97,27,NE_monsoon,0.362,0.7318,0.85,0.0959,50.43
medium,9,swiggy,206.88,1316.33,31,NE_monsoon,0.322,0.7013,0.85,0.1248,49.0
medium,14,zomato,332.35,2365.34,50,NE_monsoon,0.0789,0.3835,0.85,0.1302,49.0
medium,6,zomato,324.96,2095.98,3,NE_monsoon,0.6802,0.7294,0.9652,0.1332,49.0
high,18,swiggy,252.18,1807.18,23,dry_season,0.4777,0.6018,0.85,0.1725,49.0
high,12,zomato,300.38,2136.3,42,heat,0.3524,0.7387,0.85,0.1616,49.0
high,3,zomato,193.63,1306.0,28,NE_monsoon,0.4046,0.8551,0.85,0.1051,49.0
low,12,swiggy,295.24,1688.74,30,NE_monsoon,0.4308,0.6551,0.85,0.0582,54.61
low,1,swiggy,197.51,1172.61,7,NE_monsoon,0.674,0.9239,0.9204,0.0563,49.0
medium,13,zomato,258.33,1715.35,15,dry_season,0.3688,0.8447,0.8646,0.0918,51.37
low,10,zomato,271.03,1423.67,25,dry_season,0.2945,0.7851,0.85,0.0562,51.19
high,8,zomato,274.38,1876.44,13,SW_monsoon,0.6159,0.7973,0.8629,0.1733,49.0
medium,18,zomato,323.34,2213.53,40,SW_monsoon,0.2767,0.7681,0.85,0.1537,55.03
low,5,zomato,249.61,1315.51,15,NE_monsoon,0.1118,0.7146,0.8675,0.0555,49.0
low,5,zomato,267.83,1445.36,9,heat,0.7657,0.7606,0.9222,0.0843,49.0
low,18,zomato,328.19,2072.0,10,heat,0.4029,0.8883,0.8906,0.0373,49.0
medium,6,zomato,297.16,1957.5,18,NE_monsoon,0.65,0.8639,0.85,0.1111,49.0
high,11,zomato,215.18,1604.34,21,NE_monsoon,0.2915,0.4841,0.85,0.1474,49.0
high,17,swiggy,266.03,1988.99,35,NE_monsoon,0.6874,0.6855,0.85,0.1666,49.0
medium,2,zomato,225.46,1180.11,18,heat,0.3415,0.7247,0.85,0.1263,50.65
medium,1,swiggy,292.08,1784.65,46,dry_season,0.7617,0.7721,0.85,0.1094,49.0
low,7,zomato,346.99,2058.72,4,SW_monsoon,0.6635,0.5525,0.9421,0.1279,50.6
low,4,zomato,252.36,1476.07,13,heat,0.7547,0.7169,0.8641,0.0299,49.0
low,17,zomato,299.63,1738.95,35,heat,0.4761,0.752,0.85,0.0537,49.0
high,6,swiggy,412.43,3258.63,31,SW_monsoon,0.5124,0.8324,0.85,0.2265,50.28
high,8,zomato,275.61,1886.73,9,NE_monsoon,0.6174,0.6847,0.9116,0.1644,49.0
low,11,swiggy,324.7,1790.54,10,NE_monsoon,0.3446,0.8215,0.9144,0.0723,53.76
medium,20,zomato,250.56,1822.69,51,dry_season,0.8241,0.8544,0.85,0.0733,49.0
low,2,swiggy,193.58,1126.15,24,SW_monsoon,0.5323,0.8452,0.85,0.0696,49.0
low,7,zomato,153.54,963.97,48,NE_monsoon,0.0998,0.7775,0.85,0.0886,49.0
medium,3,zomato,187.12,1119.26,8,SW_monsoon,0.68,0.7075,0.9312,0.1085,49.0
medium,5,zomato,288.52,1862.24,12,NE_monsoon,0.3304,0.5,0.8785,0.1496,49.04
high,10,zomato,167.56,1110.77,1,SW_monsoon,0.4863,0.5311,0.982,0.205,49.0
medium,1,swiggy,354.53,2451.0,44,NE_monsoon,0.5988,0.5958,0.85,0.1348,54.6
medium,14,swiggy,330.47,2081.4,14,dry_season,0.3641,0.68,0.861,0.121,51.13
low,15,swiggy,269.31,1589.32,48,dry_season,0.3258,0.7899,0.85,0.0636,55.55
low,20,zomato,308.05,1847.13,40,SW_monsoon,0.4006,0.7179,0.85,0.1112,50.87
high,7,zomato,432.71,3038.91,46,heat,0.5121,0.9058,0.85,0.1459,49.46
medium,13,swiggy,257.29,1713.51,43,SW_monsoon,0.5789,0.7099,0.85,0.1272,49.0
low,7,swiggy,285.26,1786.21,29,dry_season,0.7356,0.695,0.85,0.029,53.44
low,5,zomato,364.4,1959.15,14,heat,0.3092,0.9367,0.8799,0.1006,51.67
low,1,swiggy,204.84,1364.98,6,dry_season,0.2699,0.6499,0.9241,0.0735,49.78
high,18,zomato,213.65,1526.89,41,NE_monsoon,0.4667,0.6609,0.85,0.1917,49.0
medium,12,swiggy,273.9,1898.95,50,dry_season,0.2421,0.7932,0.85,0.1429,49.23
low,19,zomato,271.98,1413.56,1,NE_monsoon,0.7522,0.6094,0.9702,0.0877,50.35
medium,18,zomato,252.53,1617.81,47,SW_monsoon,0.3854,0.7191,0.85,0.1299,49.0
low,2,zomato,279.56,1573.83,21,dry_season,0.4114,0.5277,0.85,0.1282,49.1
low,10,swiggy,184.7,953.17,14,NE_monsoon,0.3349,0.755,0.8678,0.0842,52.3
medium,13,swiggy,285.75,1900.04,23,heat,0.5645,0.7134,0.85,0.1552,53.66
low,4,swiggy,294.19,1604.53,10,SW_monsoon,0.2284,0.7029,0.9024,0.0686,49.0
medium,4,zomato,279.51,1631.9,45,NE_monsoon,0.3565,0.8952,0.85,0.1661,50.28
medium,4,zomato,261.28,1703.71,46,dry_season,0.4373,0.8813,0.85,0.115,49.71
low,20,zomato,333.59,1742.77,5,dry_season,0.3267,0.693,0.9376,0.1072,51.04
low,6,zomato,251.52,1400.08,26,SW_monsoon,0.4018,0.7678,0.85,0.0563,49.0
high,17,swiggy,223.59,1316.41,39,dry_season,0.4032,1.0,0.85,0.1436,49.08
low,10,swiggy,295.59,1678.7,5,heat,0.2067,0.5235,0.9341,0.0646,49.0
medium,7,swiggy,243.87,1360.14,40,heat,0.5674,0.8441,0.85,0.025,49.0
low,1,zomato,288.18,1686.53,50,dry_season,0.6118,0.7438,0.85,0.0747,50.28
low,10,swiggy,315.59,1805.28,26,NE_monsoon,0.5346,0.5869,0.85,0.0652,49.0
medium,19,zomato,193.41,1372.47,19,NE_monsoon,0.4671,0.6817,0.85,0.1102,49.27
medium,15,zomato,299.93,2173.75,14,heat,0.4949,0.6853,0.8639,0.1592,49.0
medium,16,zomato,345.11,2313.1,12,NE_monsoon,0.2072,0.6494,0.8887,0.1032,49.0
low,4,zomato,371.74,2213.29,22,NE_monsoon,0.3333,0.7025,0.85,0.0943,51.39
medium,19,swiggy,299.49,2006.62,35,NE_monsoon,0.4781,0.7513,0.85,0.0606,51.14
low,9,swiggy,266.51,1695.05,30,heat,0.3434,0.838,0.85,0.1366,51.09
low,12,zomato,296.71,1971.79,12,heat,0.4794,0.7401,0.8781,0.0567,50.28
low,13,zomato,315.48,1927.68,39,NE_monsoon,0.6418,0.9184,0.85,0.0929,49.0
high,3,swiggy,330.2,2389.48,29,NE_monsoon,0.2374,0.6837,0.85,0.1524,51.05
low,1,swiggy,290.23,1670.11,43,NE_monsoon,0.3372,0.5332,0.85,0.1032,52.67
low,8,zomato,372.79,2285.63,42,SW_monsoon,0.583,0.6896,0.85,0.0699,51.3
low,2,zomato,228.46,1361.41,4,NE_monsoon,0.8735,0.7269,0.9389,0.0539,49.0
medium,8,swiggy,291.7,1945.08,42,dry_season,0.5189,0.7846,0.85,0.1088,50.42
low,9,zomato,373.1,2112.6,22,SW_monsoon,0.3738,0.8803,0.85,0.1072,49.04
low,15,zomato,314.57,2139.79,39,heat,0.302,0.6586,0.85,0.0249,49.0
high,2,zomato,382.8,2858.17,30,NE_monsoon,0.4062,0.7598,0.85,0.1585,49.0
medium,7,swiggy,272.72,1476.99,46,heat,0.4369,0.6515,0.85,0.1013,49.51
low,20,zomato,308.72,2012.2,30,dry_season,0.3186,0.6184,0.85,0.1094,49.0
medium,1,zomato,319.96,1955.24,8,dry_season,0.9199,0.9544,0.9089,0.1066,49.0
medium,3,swiggy,331.57,2038.73,5,dry_season,0.3032,0.7806,0.9429,0.1234,49.02
low,15,zomato,359.83,1911.1,40,heat,0.3597,0.8387,0.85,0.097,53.94
medium,3,swiggy,269.19,1769.64,49,dry_season,0.172,0.6852,0.85,0.0849,49.0
low,7,zomato,296.55,1671.58,31,NE_monsoon,0.6745,0.7364,0.85,0.0515,49.0
low,7,swiggy,286.58,1809.36,33,SW_monsoon,0.2337,0.7898,0.85,0.0626,49.0
high,14,zomato,227.11,1626.71,3,NE_monsoon,0.6801,0.5943,0.9542,0.1954,51.32
low,16,zomato,193.74,1230.19,31,SW_monsoon,0.1644,0.6553,0.85,0.0845,52.42
low,5,zomato,283.18,1616.73,4,SW_monsoon,0.5932,0.6939,0.9567,0.0594,49.0
high,5,swiggy,241.05,1557.18,19,NE_monsoon,0.2895,0.6746,0.85,0.1791,49.0
low,15,zomato,253.83,1610.12,3,heat,0.3293,0.6841,0.9718,0.0751,50.26
high,15,swiggy,257.19,1998.85,10,NE_monsoon,0.3966,0.76,0.9126,0.1483,54.55
medium,13,zomato,347.6,2182.49,8,dry_season,0.5821,0.837,0.9288,0.2576,49.0
medium,9,zomato,283.77,1853.81,16,SW_monsoon,0.6272,0.8477,0.8623,0.0972,49.0
medium,17,swiggy,332.25,2343.43,35,dry_season,0.2174,0.8391,0.85,0.167,49.0
low,20,swiggy,326.31,2095.38,22,NE_monsoon,0.2757,0.9798,0.85,0.1573,49.0
medium,16,swiggy,204.26,1218.06,36,heat,0.6359,0.6824,0.85,0.0856,49.0
high,14,zomato,381.16,2547.98,50,SW_monsoon,0.238,0.5683,0.85,0.1914,49.0
medium,2,swiggy,371.75,2633.97,16,SW_monsoon,0.6891,0.7379,0.8515,0.1089,49.0
high,20,swiggy,314.77,1991.7,42,SW_monsoon,0.7643,0.77,0.85,0.1668,49.0
high,15,zomato,391.61,2898.43,45,SW_monsoon,0.524,0.6428,0.85,0.1813,49.0
medium,6,zomato,293.48,1801.95,22,NE_monsoon,0.5589,0.4619,0.85,0.0827,50.93
medium,14,zomato,209.65,1308.33,9,SW_monsoon,0.29,0.797,0.9155,0.1282,50.39
medium,10,swiggy,160.33,1005.49,28,dry_season,0.4776,0.5408,0.85,0.1497,52.33
high,17,zomato,331.1,2332.82,14,NE_monsoon,0.2378,0.7216,0.8798,0.1492,49.99
medium,20,zomato,294.87,2005.09,24,dry_season,0.2518,0.7352,0.85,0.184,49.0
low,15,zomato,304.69,1530.42,41,NE_monsoon,0.7461,0.774,0.85,0.0784,50.73
medium,16,zomato,349.94,2235.91,36,NE_monsoon,0.3737,0.5483,0.85,0.1256,53.27
high,1,swiggy,320.31,2094.56,34,NE_monsoon,0.8398,0.7186,0.85,0.1667,51.05
high,3,zomato,305.08,2083.81,32,SW_monsoon,0.5648,0.8561,0.85,0.1563,51.44
low,14,zomato,354.28,2145.57,37,NE_monsoon,0.4635,0.3501,0.85,0.0925,51.89
